Map,Type,Index,Name,Description
Refinery (E2M3),Plasma gun,12,"Plasma gun","",
Refinery (E2M3),Backpack,37,"Backpack","",
Refinery (E2M3),Mega Armor,40,"Mega Armor","",
Refinery (E2M3),Armor,57,"Armor","",
Refinery (E2M3),Partial invisibility,67,"Partial invisibility","",
Refinery (E2M3),Supercharge,87,"Supercharge","",
Refinery (E2M3),Blue keycard,90,"Blue keycard","",
Refinery (E2M3),Partial invisibility,110,"Partial invisibility","",
Refinery (E2M3),Shotgun,113,"Shotgun","",
Refinery (E2M3),Berserk,221,"Berserk","",
Refinery (E2M3),Chaingun,223,"Chaingun","",
,,,,
Deimos Lab (E2M4),Armor,7,"Armor","",
Deimos Lab (E2M4),Partial invisibility,8,"Partial invisibility","",
Deimos Lab (E2M4),Computer area map,39,"Computer area map","",
Deimos Lab (E2M4),Armor,40,"Armor","",
Deimos Lab (E2M4),Blue keycard,74,"Blue keycard","",
Deimos Lab (E2M4),Yellow keycard,86,"Yellow keycard","",
Deimos Lab (E2M4),Supercharge,107,"Supercharge","",
Deimos Lab (E2M4),Shotgun,109,"Shotgun","",
Deimos Lab (E2M4),Mega Armor,129,"Mega Armor","",
Deimos Lab (E2M4),Plasma gun,130,"Plasma gun","",
Deimos Lab (E2M4),Backpack,159,"Backpack","",
Deimos Lab (E2M4),Berserk,174,"Berserk","",
Deimos Lab (E2M4),Partial invisibility,175,"Partial invisibility","",
Deimos Lab (E2M4),Armor,186,"Armor","",
Deimos Lab (E2M4),Chaingun,189,"Chaingun","",
Deimos Lab (E2M4),Supercharge,244,"Supercharge","",
,,,,
Command Center (E2M5),Backpack,3,"Backpack","",
Command Center (E2M5),Mega Armor,53,"Mega Armor","",
Command Center (E2M5),Berserk,57,"Berserk","",
Command Center (E2M5),Chaingun,69,"Chaingun","",
Command Center (E2M5),Chainsaw,79,"Chainsaw","",
Command Center (E2M5),Plasma gun,109,"Plasma gun","",
Command Center (E2M5),Computer area map,176,"Computer area map","",
Command Center (E2M5),Armor,197,"Armor","",
Command Center (E2M5),Armor,233,"Armor","",
Command Center (E2M5),Partial invisibility,256,"Partial invisibility","",
,,,,
Halls of the Damned (E2M6),Berserk,10,"Berserk","",
Halls of the Damned (E2M6),Blue skull key,13,"Blue skull key","",
Halls of the Damned (E2M6),Backpack,26,"Backpack","",
Halls of the Damned (E2M6),Mega Armor,39,"Mega Armor","",
Halls of the Damned (E2M6),Computer area map,48,"Computer area map","",
Halls of the Damned (E2M6),Armor,49,"Armor","",
Halls of the Damned (E2M6),Partial invisibility,57,"Partial invisibility","",
Halls of the Damned (E2M6),Yellow skull key,125,"Yellow skull key","",
Halls of the Damned (E2M6),Supercharge,142,"Supercharge","",
Halls of the Damned (E2M6),Chaingun,143,"Chaingun","",
Halls of the Damned (E2M6),Plasma gun,173,"Plasma gun","",
Halls of the Damned (E2M6),Partial invisibility,217,"Partial invisibility","",
Halls of the Damned (E2M6),Red skull key,220,"Red skull key","",
Halls of the Damned (E2M6),Shotgun,230,"Shotgun","",
Halls of the Damned (E2M6),Rocket launcher,232,"Rocket launcher","",
Halls of the Damned (E2M6),Chainsaw,286,"Chainsaw","",
Halls of the Damned (E2M6),Partial invisibility,320,"Partial invisibility","",
,,,,
Spawning Vats (E2M7),Rocket launcher,29,"Rocket launcher","",
Spawning Vats (E2M7),Backpack,49,"Backpack","",
Spawning Vats (E2M7),Partial invisibility,79,"Partial invisibility","",
Spawning Vats (E2M7),Mega Armor,94,"Mega Armor","",
Spawning Vats (E2M7),Chaingun,128,"Chaingun","",
Spawning Vats (E2M7),Armor,131,"Armor","",
Spawning Vats (E2M7),Red keycard,140,"Red keycard","",
Spawning Vats (E2M7),Yellow keycard,141,"Yellow keycard","",
Spawning Vats (E2M7),Blue keycard,142,"Blue keycard","",
Spawning Vats (E2M7),Invulnerability,146,"Invulnerability","",
Spawning Vats (E2M7),Berserk,160,"Berserk","",
Spawning Vats (E2M7),Chainsaw,174,"Chainsaw","",
Spawning Vats (E2M7),Supercharge,199,"Supercharge","",
Spawning Vats (E2M7),Invulnerability,200,"Invulnerability","",
Spawning Vats (E2M7),Computer area map,201,"Computer area map","",
Spawning Vats (E2M7),Plasma gun,203,"Plasma gun","",
,,,,
Tower of Babel (E2M8),Rocket launcher,16,"Rocket launcher","",
Tower of Babel (E2M8),Supercharge,17,"Supercharge","",
Tower of Babel (E2M8),Supercharge,18,"Supercharge","",
Tower of Babel (E2M8),Mega Armor,36,"Mega Armor","",
,,,,
Fortress of Mystery (E2M9),Supercharge,18,"Supercharge","",
Fortress of Mystery (E2M9),Blue skull key,27,"Blue skull key","",
Fortress of Mystery (E2M9),Red skull key,28,"Red skull key","",
Fortress of Mystery (E2M9),Yellow skull key,29,"Yellow skull key","",
Fortress of Mystery (E2M9),Backpack,30,"Backpack","",
Fortress of Mystery (E2M9),Chaingun,31,"Chaingun","",
Fortress of Mystery (E2M9),Plasma gun,32,"Plasma gun","",
Fortress of Mystery (E2M9),Rocket launcher,33,"Rocket launcher","",
Fortress of Mystery (E2M9),Shotgun,34,"Shotgun","",
Fortress of Mystery (E2M9),Chainsaw,35,"Chainsaw","",
Fortress of Mystery (E2M9),Computer area map,36,"Computer area map","",
Fortress of Mystery (E2M9),Mega Armor,44,"Mega Armor","",
,,,,
Hell Keep (E3M1),Shotgun,20,"Shotgun","",
Hell Keep (E3M1),Rocket launcher,46,"Rocket launcher","",
,,,,
Slough of Despair (E3M2),Chaingun,32,"Chaingun","",
Slough of Despair (E3M2),Berserk,37,"Berserk","",
Slough of Despair (E3M2),Mega Armor,76,"Mega Armor","",
Slough of Despair (E3M2),Armor,77,"Armor","",
Slough of Despair (E3M2),Rocket launcher,80,"Rocket launcher","",
Slough of Despair (E3M2),Plasma gun,88,"Plasma gun","",
Slough of Despair (E3M2),Computer area map,154,"Computer area map","",
Slough of Despair (E3M2),Blue skull key,181,"Blue skull key","",
Slough of Despair (E3M2),Supercharge,182,"Supercharge","",
,,,,
Pandemonium (E3M3),Berserk,11,"Berserk","",
Pandemonium (E3M3),Chaingun,14,"Chaingun","",
Pandemonium (E3M3),BFG9000,22,"BFG9000","",
Pandemonium (E3M3),Supercharge,23,"Supercharge","",
Pandemonium (E3M3),Invulnerability,26,"Invulnerability","",
Pandemonium (E3M3),Blue skull key,49,"Blue skull key","",
Pandemonium (E3M3),Mega Armor,66,"","",
Pandemonium (E3M3),Shotgun,73,"Shotgun","",
Pandemonium (E3M3),Armor,85,"Armor","",
Pandemonium (E3M3),Backpack,88,"Backpack","",
Pandemonium (E3M3),Computer area map,92,"Computer area map","",
Pandemonium (E3M3),Mega Armor,113,"Mega Armor","",
Pandemonium (E3M3),Shotgun,118,"Shotgun","",
Pandemonium (E3M3),Rocket launcher,183,"Rocket launcher","",
,,,,
House of Pain (E3M4),Shotgun,5,"Shotgun","",
House of Pain (E3M4),Berserk,15,"Berserk","",
House of Pain (E3M4),Mega Armor,17,"Mega Armor","",
House of Pain (E3M4),Chaingun,46,"","",
House of Pain (E3M4),Invulnerability,51,"","",
House of Pain (E3M4),Blue skull key,87,"Blue skull key","",
House of Pain (E3M4),Armor,100,"Armor","",
House of Pain (E3M4),Yellow skull key,114,"Yellow skull key","",
House of Pain (E3M4),Invulnerability,121,"Invulnerability","",
House of Pain (E3M4),Red skull key,134,"Red skull key","",
House of Pain (E3M4),Backpack,160,"Backpack","",
House of Pain (E3M4),Mega Armor,170,"Mega Armor","",
House of Pain (E3M4),Partial invisibility,182,"Partial invisibility","",
House of Pain (E3M4),BFG9000,206,"BFG9000","",
House of Pain (E3M4),Supercharge,220,"Supercharge","",
House of Pain (E3M4),Armor,242,"Armor","",
House of Pain (E3M4),Rocket launcher,243,"Rocket launcher","",
House of Pain (E3M4),Armor,318,"Armor","",
,,,,
Unholy Cathedral (E3M5),Blue skull key,54,"Blue skull key","",
Unholy Cathedral (E3M5),Chaingun,55,"Chaingun","",
Unholy Cathedral (E3M5),Plasma gun,86,"Plasma gun","",
Unholy Cathedral (E3M5),Supercharge,87,"Supercharge","",
Unholy Cathedral (E3M5),Yellow skull key,89,"Yellow skull key","",
Unholy Cathedral (E3M5),Invulnerability,90,"Invulnerability","",
Unholy Cathedral (E3M5),Berserk,126,"Berserk","",
Unholy Cathedral (E3M5),Partial invisibility,129,"Partial invisibility","",
Unholy Cathedral (E3M5),Chainsaw,133,"Chainsaw","",
Unholy Cathedral (E3M5),BFG9000,180,"","",
Unholy Cathedral (E3M5),Shotgun,187,"Shotgun","",
Unholy Cathedral (E3M5),Shotgun,190,"Shotgun","",
Unholy Cathedral (E3M5),Rocket launcher,218,"Rocket launcher","",
Unholy Cathedral (E3M5),Supercharge,285,"Supercharge","",
,,,,
Mt. Erebus (E3M6),Mega Armor,38,"Mega Armor","",
Mt. Erebus (E3M6),Armor,53,"Armor","",
Mt. Erebus (E3M6),Backpack,90,"Backpack","",
Mt. Erebus (E3M6),Invulnerability,100,"Invulnerability","",
Mt. Erebus (E3M6),Chaingun,103,"Chaingun","",
Mt. Erebus (E3M6),Shotgun,104,"Shotgun","",
Mt. Erebus (E3M6),Rocket launcher,105,"Rocket launcher","",
Mt. Erebus (E3M6),Plasma gun,168,"Plasma gun","",
Mt. Erebus (E3M6),Armor,180,"Armor","",
Mt. Erebus (E3M6),Berserk,206,"Berserk","",
Mt. Erebus (E3M6),Invulnerability,207,"Invulnerability","",
Mt. Erebus (E3M6),Supercharge,249,"Supercharge","",
Mt. Erebus (E3M6),Blue skull key,250,"Blue skull key","",
Mt. Erebus (E3M6),Blue skull key,251,"Blue skull key","",
Mt. Erebus (E3M6),Computer area map,267,"Computer area map","",
Mt. Erebus (E3M6),Chainsaw,273,"Chainsaw","",
Mt. Erebus (E3M6),Supercharge,326,"Supercharge","",
,,,,
Limbo (E3M7),Blue skull key,22,"Blue skull key","",
Limbo (E3M7),Supercharge,49,"Supercharge","",
Limbo (E3M7),Rocket launcher,51,"Rocket launcher","",
Limbo (E3M7),Red skull key,57,"Red skull key","",
Limbo (E3M7),Backpack,60,"Backpack","",
Limbo (E3M7),Plasma gun,65,"Plasma gun","",
Limbo (E3M7),Armor,67,"Armor","",
Limbo (E3M7),Yellow skull key,69,"Yellow skull key","",
Limbo (E3M7),Armor,83,"Armor","",
Limbo (E3M7),Mega Armor,112,"Mega Armor","",
Limbo (E3M7),BFG9000,128,"BFG9000","",
,,,,
Dis (E3M8),Rocket launcher,7,"Rocket launcher","",
Dis (E3M8),Plasma gun,8,"Plasma gun","",
Dis (E3M8),Mega Armor,34,"Mega Armor","",
,,,,
Warrens (E3M9),Shotgun,20,"Shotgun","",
Warrens (E3M9),Rocket launcher,46,"Rocket launcher","",
Warrens (E3M9),Rocket launcher,99,"Rocket launcher","",
Warrens (E3M9),Supercharge,101,"Supercharge","",
Warrens (E3M9),Blue skull key,108,"Blue skull key","",
Warrens (E3M9),Berserk,114,"Berserk","",
Warrens (E3M9),Invulnerability,120,"Invulnerability","",
Warrens (E3M9),Partial invisibility,121,"Partial invisibility","",
Warrens (E3M9),Chaingun,122,"Chaingun","",
Warrens (E3M9),Plasma gun,135,"Plasma gun","",
Warrens (E3M9),Invulnerability,138,"Invulnerability","",
Warrens (E3M9),Armor,139,"Armor","",
Warrens (E3M9),Chainsaw,140,"Chainsaw","",
Warrens (E3M9),BFG9000,141,"BFG9000","",
Warrens (E3M9),Red skull key,143,"Red skull key","",
Warrens (E3M9),Supercharge,188,"Supercharge","",
