Map,Type,Index,Name,Description
The River of Fire (E2M3),Chaos Device,298,"","",
The River of Fire (E2M3),Mystic Urn,299,"","",
The River of Fire (E2M3),Morph Ovum,300,"","",
The River of Fire (E2M3),Tome of Power,313,"","",
The River of Fire (E2M3),Firemace,413,"","",
The River of Fire (E2M3),Firemace,441,"","",
The River of Fire (E2M3),Firemace,448,"","",
,,,,
The Ice Grotto (E2M4),Yellow key,18,"","",
The Ice Grotto (E2M4),Blue key,19,"","",
The Ice Grotto (E2M4),Green key,28,"","",
The Ice Grotto (E2M4),Phoenix Rod,29,"","",
The Ice Grotto (E2M4),Gauntlets of the Necromancer,30,"","",
The Ice Grotto (E2M4),Ethereal Crossbow,31,"","",
The Ice Grotto (E2M4),Hellstaff,32,"","",
The Ice Grotto (E2M4),Dragon Claw,33,"","",
The Ice Grotto (E2M4),Torch,34,"","",
The Ice Grotto (E2M4),Bag of Holding,35,"","",
The Ice Grotto (E2M4),Shadowsphere,36,"","",
The Ice Grotto (E2M4),Chaos Device,37,"","",
The Ice Grotto (E2M4),Silver Shield,38,"","",
The Ice Grotto (E2M4),Tome of Power,39,"","",
The Ice Grotto (E2M4),Tome of Power,40,"","",
The Ice Grotto (E2M4),Bag of Holding,41,"","",
The Ice Grotto (E2M4),Tome of Power,128,"","",
The Ice Grotto (E2M4),Map Scroll,283,"","",
The Ice Grotto (E2M4),Mystic Urn,289,"","",
The Ice Grotto (E2M4),Enchanted Shield,291,"","",
The Ice Grotto (E2M4),Morph Ovum,299,"","",
The Ice Grotto (E2M4),Shadowsphere,300,"","",
,,,,
The Catacombs (E2M5),Yellow key,14,"","",
The Catacombs (E2M5),Blue key,25,"","",
The Catacombs (E2M5),Hellstaff,27,"","",
The Catacombs (E2M5),Phoenix Rod,44,"","",
The Catacombs (E2M5),Ethereal Crossbow,107,"","",
The Catacombs (E2M5),Gauntlets of the Necromancer,108,"","",
The Catacombs (E2M5),Dragon Claw,109,"","",
The Catacombs (E2M5),Bag of Holding,110,"","",
The Catacombs (E2M5),Silver Shield,112,"","",
The Catacombs (E2M5),Shadowsphere,113,"","",
The Catacombs (E2M5),Ring of Invincibility,114,"","",
The Catacombs (E2M5),Tome of Power,115,"","",
The Catacombs (E2M5),Green key,116,"","",
The Catacombs (E2M5),Chaos Device,263,"","",
The Catacombs (E2M5),Tome of Power,322,"","",
The Catacombs (E2M5),Map Scroll,323,"","",
The Catacombs (E2M5),Mystic Urn,324,"","",
The Catacombs (E2M5),Morph Ovum,325,"","",
The Catacombs (E2M5),Enchanted Shield,326,"","",
The Catacombs (E2M5),Torch,327,"","",
The Catacombs (E2M5),Tome of Power,328,"","",
,,,,
The Labyrinth (E2M6),Yellow key,7,"","",
The Labyrinth (E2M6),Blue key,14,"","",
The Labyrinth (E2M6),Green key,15,"","",
The Labyrinth (E2M6),Hellstaff,22,"","",
The Labyrinth (E2M6),Gauntlets of the Necromancer,23,"","",
The Labyrinth (E2M6),Ethereal Crossbow,24,"","",
The Labyrinth (E2M6),Dragon Claw,25,"","",
The Labyrinth (E2M6),Phoenix Rod,26,"","",
The Labyrinth (E2M6),Bag of Holding,27,"","",
The Labyrinth (E2M6),Shadowsphere,31,"","",
The Labyrinth (E2M6),Ring of Invincibility,32,"","",
The Labyrinth (E2M6),Tome of Power,33,"","",
The Labyrinth (E2M6),Silver Shield,34,"","",
The Labyrinth (E2M6),Morph Ovum,35,"","",
The Labyrinth (E2M6),Map Scroll,282,"","",
The Labyrinth (E2M6),Enchanted Shield,283,"","",
The Labyrinth (E2M6),Tome of Power,284,"","",
The Labyrinth (E2M6),Chaos Device,285,"","",
The Labyrinth (E2M6),Mystic Urn,336,"","",
The Labyrinth (E2M6),Phoenix Rod,422,"","",
The Labyrinth (E2M6),Firemace,432,"","",
The Labyrinth (E2M6),Firemace,456,"","",
The Labyrinth (E2M6),Firemace,457,"","",
The Labyrinth (E2M6),Firemace,458,"","",
,,,,
The Great Hall (E2M7),Green key,8,"","",
The Great Hall (E2M7),Yellow key,9,"","",
The Great Hall (E2M7),Blue key,11,"","",
The Great Hall (E2M7),Morph Ovum,64,"","",
The Great Hall (E2M7),Shadowsphere,76,"","",
The Great Hall (E2M7),Ring of Invincibility,77,"","",
The Great Hall (E2M7),Mystic Urn,78,"","",
The Great Hall (E2M7),Tome of Power,80,"","",
The Great Hall (E2M7),Chaos Device,81,"","",
The Great Hall (E2M7),Torch,82,"","",
The Great Hall (E2M7),Bag of Holding,83,"","",
The Great Hall (E2M7),Silver Shield,84,"","",
The Great Hall (E2M7),Enchanted Shield,85,"","",
The Great Hall (E2M7),Map Scroll,86,"","",
The Great Hall (E2M7),Ethereal Crossbow,91,"","",
The Great Hall (E2M7),Gauntlets of the Necromancer,92,"","",
The Great Hall (E2M7),Dragon Claw,93,"","",
The Great Hall (E2M7),Hellstaff,94,"","",
The Great Hall (E2M7),Phoenix Rod,95,"","",
The Great Hall (E2M7),Tome of Power,477,"","",
,,,,
The Portals of Chaos (E2M8),Ethereal Crossbow,9,"","",
The Portals of Chaos (E2M8),Dragon Claw,10,"","",
The Portals of Chaos (E2M8),Gauntlets of the Necromancer,11,"","",
The Portals of Chaos (E2M8),Hellstaff,12,"","",
The Portals of Chaos (E2M8),Phoenix Rod,13,"","",
The Portals of Chaos (E2M8),Tome of Power,14,"","",
The Portals of Chaos (E2M8),Bag of Holding,18,"","",
The Portals of Chaos (E2M8),Mystic Urn,40,"","",
The Portals of Chaos (E2M8),Shadowsphere,41,"","",
The Portals of Chaos (E2M8),Silver Shield,42,"","",
The Portals of Chaos (E2M8),Enchanted Shield,43,"","",
The Portals of Chaos (E2M8),Chaos Device,44,"","",
The Portals of Chaos (E2M8),Ring of Invincibility,272,"","",
The Portals of Chaos (E2M8),Morph Ovum,274,"","",
The Portals of Chaos (E2M8),Mystic Urn,275,"","",
,,,,
The Glacier (E2M9),Yellow key,6,"","",
The Glacier (E2M9),Blue key,16,"","",
The Glacier (E2M9),Green key,17,"","",
The Glacier (E2M9),Phoenix Rod,34,"","",
The Glacier (E2M9),Gauntlets of the Necromancer,39,"","",
The Glacier (E2M9),Ethereal Crossbow,40,"","",
The Glacier (E2M9),Dragon Claw,41,"","",
The Glacier (E2M9),Hellstaff,42,"","",
The Glacier (E2M9),Bag of Holding,43,"","",
The Glacier (E2M9),Tome of Power,45,"","",
The Glacier (E2M9),Shadowsphere,46,"","",
The Glacier (E2M9),Ring of Invincibility,47,"","",
The Glacier (E2M9),Silver Shield,48,"","",
The Glacier (E2M9),Enchanted Shield,49,"","",
The Glacier (E2M9),Mystic Urn,50,"","",
The Glacier (E2M9),Map Scroll,51,"","",
The Glacier (E2M9),Mystic Urn,52,"","",
The Glacier (E2M9),Torch,53,"","",
The Glacier (E2M9),Chaos Device,424,"","",
The Glacier (E2M9),Dragon Claw,456,"","",
The Glacier (E2M9),Tome of Power,457,"","",
The Glacier (E2M9),Torch,458,"","",
The Glacier (E2M9),Morph Ovum,474,"","",
The Glacier (E2M9),Firemace,479,"","",
The Glacier (E2M9),Firemace,501,"","",
The Glacier (E2M9),Firemace,502,"","",
The Glacier (E2M9),Firemace,503,"","",
,,,,
The Storehouse (E3M1),Yellow key,9,"","",
The Storehouse (E3M1),Green key,10,"","",
The Storehouse (E3M1),Bag of Holding,29,"","",
The Storehouse (E3M1),Shadowsphere,38,"","",
The Storehouse (E3M1),Ring of Invincibility,39,"","",
The Storehouse (E3M1),Silver Shield,40,"","",
The Storehouse (E3M1),Map Scroll,41,"","",
The Storehouse (E3M1),Chaos Device,42,"","",
The Storehouse (E3M1),Tome of Power,43,"","",
The Storehouse (E3M1),Torch,44,"","",
The Storehouse (E3M1),Dragon Claw,45,"","",
The Storehouse (E3M1),Hellstaff,46,"","",
The Storehouse (E3M1),Gauntlets of the Necromancer,47,"","",
,,,,
The Cesspool (E3M2),Yellow key,4,"","",
The Cesspool (E3M2),Green key,19,"","",
The Cesspool (E3M2),Blue key,20,"","",
The Cesspool (E3M2),Ethereal Crossbow,144,"","",
The Cesspool (E3M2),Ring of Invincibility,145,"","",
The Cesspool (E3M2),Gauntlets of the Necromancer,146,"","",
The Cesspool (E3M2),Dragon Claw,147,"","",
The Cesspool (E3M2),Phoenix Rod,148,"","",
The Cesspool (E3M2),Hellstaff,149,"","",
The Cesspool (E3M2),Bag of Holding,150,"","",
The Cesspool (E3M2),Silver Shield,151,"","",
The Cesspool (E3M2),Silver Shield,152,"","",
The Cesspool (E3M2),Morph Ovum,153,"","",
The Cesspool (E3M2),Morph Ovum,154,"","",
The Cesspool (E3M2),Mystic Urn,164,"","",
The Cesspool (E3M2),Shadowsphere,165,"","",
The Cesspool (E3M2),Enchanted Shield,166,"","",
The Cesspool (E3M2),Map Scroll,167,"","",
The Cesspool (E3M2),Chaos Device,168,"","",
The Cesspool (E3M2),Tome of Power,169,"","",
The Cesspool (E3M2),Tome of Power,170,"","",
The Cesspool (E3M2),Tome of Power,171,"","",
The Cesspool (E3M2),Torch,172,"","",
The Cesspool (E3M2),Bag of Holding,233,"","",
The Cesspool (E3M2),Firemace,555,"","",
The Cesspool (E3M2),Firemace,556,"","",
The Cesspool (E3M2),Firemace,557,"","",
The Cesspool (E3M2),Firemace,558,"","",
The Cesspool (E3M2),Firemace,559,"","",
,,,,
The Confluence (E3M3),Yellow key,4,"","",
The Confluence (E3M3),Green key,7,"","",
The Confluence (E3M3),Blue key,8,"","",
The Confluence (E3M3),Hellstaff,43,"","",
The Confluence (E3M3),Tome of Power,44,"","",
The Confluence (E3M3),Dragon Claw,47,"","",
The Confluence (E3M3),Ethereal Crossbow,48,"","",
The Confluence (E3M3),Hellstaff,49,"","",
The Confluence (E3M3),Gauntlets of the Necromancer,50,"","",
The Confluence (E3M3),Mystic Urn,51,"","",
The Confluence (E3M3),Tome of Power,52,"","",
The Confluence (E3M3),Tome of Power,53,"","",
The Confluence (E3M3),Tome of Power,54,"","",
The Confluence (E3M3),Tome of Power,55,"","",
The Confluence (E3M3),Bag of Holding,58,"","",
The Confluence (E3M3),Morph Ovum,60,"","",
The Confluence (E3M3),Mystic Urn,72,"","",
The Confluence (E3M3),Shadowsphere,73,"","",
The Confluence (E3M3),Ring of Invincibility,74,"","",
The Confluence (E3M3),Map Scroll,75,"","",
The Confluence (E3M3),Silver Shield,76,"","",
The Confluence (E3M3),Phoenix Rod,77,"","",
The Confluence (E3M3),Enchanted Shield,78,"","",
The Confluence (E3M3),Silver Shield,79,"","",
The Confluence (E3M3),Chaos Device,80,"","",
The Confluence (E3M3),Torch,81,"","",
The Confluence (E3M3),Firemace,622,"","",
The Confluence (E3M3),Firemace,623,"","",
The Confluence (E3M3),Firemace,624,"","",
The Confluence (E3M3),Firemace,625,"","",
The Confluence (E3M3),Firemace,626,"","",
The Confluence (E3M3),Firemace,627,"","",
,,,,
The Azure Fortress (E3M4),Yellow key,6,"","",
The Azure Fortress (E3M4),Green key,21,"","",
The Azure Fortress (E3M4),Dragon Claw,51,"","",
The Azure Fortress (E3M4),Ring of Invincibility,52,"","",
The Azure Fortress (E3M4),Ethereal Crossbow,53,"","",
The Azure Fortress (E3M4),Gauntlets of the Necromancer,54,"","",
The Azure Fortress (E3M4),Hellstaff,55,"","",
The Azure Fortress (E3M4),Phoenix Rod,56,"","",
The Azure Fortress (E3M4),Bag of Holding,58,"","",
The Azure Fortress (E3M4),Bag of Holding,59,"","",
The Azure Fortress (E3M4),Morph Ovum,60,"","",
The Azure Fortress (E3M4),Mystic Urn,61,"","",
The Azure Fortress (E3M4),Shadowsphere,62,"","",
The Azure Fortress (E3M4),Silver Shield,63,"","",
The Azure Fortress (E3M4),Silver Shield,64,"","",
The Azure Fortress (E3M4),Enchanted Shield,65,"","",
The Azure Fortress (E3M4),Map Scroll,66,"","",
The Azure Fortress (E3M4),Chaos Device,67,"","",
The Azure Fortress (E3M4),Tome of Power,68,"","",
The Azure Fortress (E3M4),Torch,69,"","",
The Azure Fortress (E3M4),Torch,70,"","",
The Azure Fortress (E3M4),Torch,71,"","",
The Azure Fortress (E3M4),Tome of Power,72,"","",
The Azure Fortress (E3M4),Tome of Power,73,"","",
The Azure Fortress (E3M4),Enchanted Shield,75,"","",
The Azure Fortress (E3M4),Morph Ovum,76,"","",
The Azure Fortress (E3M4),Mystic Urn,577,"","",
,,,,
The Ophidian Lair (E3M5),Yellow key,16,"","",
The Ophidian Lair (E3M5),Green key,30,"","",
The Ophidian Lair (E3M5),Hellstaff,48,"","",
The Ophidian Lair (E3M5),Phoenix Rod,49,"","",
The Ophidian Lair (E3M5),Dragon Claw,50,"","",
The Ophidian Lair (E3M5),Gauntlets of the Necromancer,51,"","",
The Ophidian Lair (E3M5),Bag of Holding,52,"","",
The Ophidian Lair (E3M5),Morph Ovum,53,"","",
The Ophidian Lair (E3M5),Ethereal Crossbow,62,"","",
The Ophidian Lair (E3M5),Mystic Urn,63,"","",
The Ophidian Lair (E3M5),Shadowsphere,64,"","",
The Ophidian Lair (E3M5),Ring of Invincibility,65,"","",
The Ophidian Lair (E3M5),Silver Shield,66,"","",
The Ophidian Lair (E3M5),Enchanted Shield,67,"","",
The Ophidian Lair (E3M5),Silver Shield,68,"","",
The Ophidian Lair (E3M5),Map Scroll,69,"","",
The Ophidian Lair (E3M5),Chaos Device,70,"","",
The Ophidian Lair (E3M5),Torch,71,"","",
The Ophidian Lair (E3M5),Tome of Power,72,"","",
The Ophidian Lair (E3M5),Mystic Urn,73,"","",
The Ophidian Lair (E3M5),Tome of Power,74,"","",
,,,,
The Halls of Fear (E3M6),Yellow key,10,"","",
The Halls of Fear (E3M6),Green key,12,"","",
The Halls of Fear (E3M6),Blue key,15,"","",
The Halls of Fear (E3M6),Hellstaff,31,"","",
The Halls of Fear (E3M6),Phoenix Rod,32,"","",
The Halls of Fear (E3M6),Ethereal Crossbow,33,"","",
The Halls of Fear (E3M6),Dragon Claw,34,"","",
The Halls of Fear (E3M6),Gauntlets of the Necromancer,35,"","",
The Halls of Fear (E3M6),Chaos Device,38,"","",
The Halls of Fear (E3M6),Bag of Holding,40,"","",
The Halls of Fear (E3M6),Bag of Holding,41,"","",
The Halls of Fear (E3M6),Morph Ovum,42,"","",
The Halls of Fear (E3M6),Mystic Urn,51,"","",
The Halls of Fear (E3M6),Shadowsphere,52,"","",
The Halls of Fear (E3M6),Ring of Invincibility,53,"","",
The Halls of Fear (E3M6),Silver Shield,54,"","",
The Halls of Fear (E3M6),Enchanted Shield,55,"","",
The Halls of Fear (E3M6),Map Scroll,56,"","",
The Halls of Fear (E3M6),Tome of Power,57,"","",
The Halls of Fear (E3M6),Tome of Power,58,"","",
The Halls of Fear (E3M6),Mystic Urn,59,"","",
The Halls of Fear (E3M6),Bag of Holding,363,"","",
The Halls of Fear (E3M6),Tome of Power,364,"","",
The Halls of Fear (E3M6),Firemace,468,"","",
The Halls of Fear (E3M6),Hellstaff,472,"","",
The Halls of Fear (E3M6),Firemace,506,"","",
The Halls of Fear (E3M6),Firemace,507,"","",
The Halls of Fear (E3M6),Firemace,508,"","",
The Halls of Fear (E3M6),Firemace,509,"","",
The Halls of Fear (E3M6),Firemace,510,"","",
,,,,
The Chasm (E3M7),Blue key,5,"","",
The Chasm (E3M7),Green key,12,"","",
The Chasm (E3M7),Yellow key,26,"","",
The Chasm (E3M7),Ethereal Crossbow,254,"","",
The Chasm (E3M7),Hellstaff,255,"","",
The Chasm (E3M7),Gauntlets of the Necromancer,256,"","",
The Chasm (E3M7),Dragon Claw,257,"","",
The Chasm (E3M7),Phoenix Rod,259,"","",
The Chasm (E3M7),Shadowsphere,260,"","",
The Chasm (E3M7),Bag of Holding,262,"","",
The Chasm (E3M7),Silver Shield,268,"","",
The Chasm (E3M7),Tome of Power,269,"","",
The Chasm (E3M7),Torch,270,"","",
The Chasm (E3M7),Morph Ovum,278,"","",
The Chasm (E3M7),Ring of Invincibility,282,"","",
The Chasm (E3M7),Mystic Urn,283,"","",
The Chasm (E3M7),Enchanted Shield,284,"","",
The Chasm (E3M7),Map Scroll,285,"","",
The Chasm (E3M7),Chaos Device,286,"","",
The Chasm (E3M7),Tome of Power,287,"","",
The Chasm (E3M7),Tome of Power,288,"","",
The Chasm (E3M7),Torch,289,"","",
The Chasm (E3M7),Shadowsphere,337,"","",
The Chasm (E3M7),Bag of Holding,660,"","",
,,,,
D'Sparil's Keep (E3M8),Phoenix Rod,55,"","",
D'Sparil's Keep (E3M8),Ethereal Crossbow,56,"","",
D'Sparil's Keep (E3M8),Dragon Claw,57,"","",
D'Sparil's Keep (E3M8),Gauntlets of the Necromancer,58,"","",
D'Sparil's Keep (E3M8),Hellstaff,59,"","",
D'Sparil's Keep (E3M8),Bag of Holding,63,"","",
D'Sparil's Keep (E3M8),Mystic Urn,64,"","",
D'Sparil's Keep (E3M8),Ring of Invincibility,65,"","",
D'Sparil's Keep (E3M8),Shadowsphere,66,"","",
D'Sparil's Keep (E3M8),Silver Shield,67,"","",
D'Sparil's Keep (E3M8),Enchanted Shield,68,"","",
D'Sparil's Keep (E3M8),Tome of Power,69,"","",
D'Sparil's Keep (E3M8),Tome of Power,70,"","",
D'Sparil's Keep (E3M8),Chaos Device,71,"","",
D'Sparil's Keep (E3M8),Tome of Power,245,"","",
,,,,
The Aquifer (E3M9),Blue key,12,"","",
The Aquifer (E3M9),Green key,13,"","",
The Aquifer (E3M9),Yellow key,14,"","",
The Aquifer (E3M9),Ethereal Crossbow,141,"","",
The Aquifer (E3M9),Phoenix Rod,142,"","",
The Aquifer (E3M9),Dragon Claw,143,"","",
The Aquifer (E3M9),Hellstaff,144,"","",
The Aquifer (E3M9),Gauntlets of the Necromancer,145,"","",
The Aquifer (E3M9),Ring of Invincibility,148,"","",
The Aquifer (E3M9),Mystic Urn,149,"","",
The Aquifer (E3M9),Silver Shield,151,"","",
The Aquifer (E3M9),Tome of Power,152,"","",
The Aquifer (E3M9),Bag of Holding,153,"","",
The Aquifer (E3M9),Morph Ovum,154,"","",
The Aquifer (E3M9),Map Scroll,155,"","",
The Aquifer (E3M9),Chaos Device,156,"","",
The Aquifer (E3M9),Enchanted Shield,157,"","",
The Aquifer (E3M9),Tome of Power,158,"","",
The Aquifer (E3M9),Torch,159,"","",
The Aquifer (E3M9),Shadowsphere,160,"","",
The Aquifer (E3M9),Silver Shield,374,"","",
The Aquifer (E3M9),Firemace,478,"","",
The Aquifer (E3M9),Firemace,526,"","",
The Aquifer (E3M9),Firemace,527,"","",
