Map,Type,Index,Name,Description
Refueling Base (MAP10),Berserk,392,"","",
Refueling Base (MAP10),Mega Armor,395,"","",
Refueling Base (MAP10),Invulnerability,396,"","",
Refueling Base (MAP10),Invulnerability,398,"","",
Refueling Base (MAP10),Armor,400,"","",
Refueling Base (MAP10),Berserk,441,"","",
Refueling Base (MAP10),Partial invisibility,470,"","",
Refueling Base (MAP10),Chainsaw,472,"","",
Refueling Base (MAP10),Yellow keycard,473,"","",
Refueling Base (MAP10),Megasphere,507,"","",
,,,,
Circle of Death (MAP11),Red keycard,1,"","",
Circle of Death (MAP11),Chaingun,14,"","",
Circle of Death (MAP11),Supercharge,23,"","",
Circle of Death (MAP11),Plasma gun,30,"","",
Circle of Death (MAP11),Blue keycard,40,"","",
Circle of Death (MAP11),Armor,42,"","",
Circle of Death (MAP11),Shotgun,50,"","",
Circle of Death (MAP11),Mega Armor,58,"","",
Circle of Death (MAP11),Partial invisibility,70,"","",
Circle of Death (MAP11),Invulnerability,83,"","",
Circle of Death (MAP11),Rocket launcher,86,"","",
Circle of Death (MAP11),Backpack,88,"","",
Circle of Death (MAP11),Supercharge,108,"","",
Circle of Death (MAP11),BFG9000,110,"","",
,,,,
The Factory (MAP12),Shotgun,14,"","",
The Factory (MAP12),Berserk,35,"","",
The Factory (MAP12),Chaingun,38,"","",
The Factory (MAP12),Supercharge,52,"","",
The Factory (MAP12),Blue keycard,54,"","",
The Factory (MAP12),Armor,63,"","",
The Factory (MAP12),Backpack,70,"","",
The Factory (MAP12),Supercharge,83,"","",
The Factory (MAP12),Armor,92,"","",
The Factory (MAP12),Partial invisibility,93,"","",
The Factory (MAP12),Berserk,107,"","",
The Factory (MAP12),Yellow keycard,123,"","",
The Factory (MAP12),BFG9000,135,"","",
The Factory (MAP12),Berserk,189,"","",
The Factory (MAP12),Super Shotgun,192,"","",
,,,,
Downtown (MAP13),Rocket launcher,4,"","",
Downtown (MAP13),Shotgun,42,"","",
Downtown (MAP13),Supercharge,73,"","",
Downtown (MAP13),Berserk,131,"","",
Downtown (MAP13),Mega Armor,158,"","",
Downtown (MAP13),Chaingun,183,"","",
Downtown (MAP13),Blue keycard,195,"","",
Downtown (MAP13),Yellow keycard,201,"","",
Downtown (MAP13),Berserk,207,"","",
Downtown (MAP13),Plasma gun,231,"","",
Downtown (MAP13),Partial invisibility,249,"","",
Downtown (MAP13),Backpack,250,"","",
Downtown (MAP13),Chainsaw,257,"","",
Downtown (MAP13),BFG9000,258,"","",
Downtown (MAP13),Invulnerability,269,"","",
Downtown (MAP13),Invulnerability,280,"","",
Downtown (MAP13),Partial invisibility,281,"","",
Downtown (MAP13),Partial invisibility,282,"","",
Downtown (MAP13),Red keycard,283,"","",
Downtown (MAP13),Berserk,296,"","",
Downtown (MAP13),Computer area map,298,"","",
,,,,
The Inmost Dens (MAP14),Shotgun,13,"","",
The Inmost Dens (MAP14),Supercharge,16,"","",
The Inmost Dens (MAP14),Mega Armor,22,"","",
The Inmost Dens (MAP14),Berserk,78,"","",
The Inmost Dens (MAP14),Chaingun,80,"","",
The Inmost Dens (MAP14),Plasma gun,81,"","",
The Inmost Dens (MAP14),Red skull key,119,"","",
The Inmost Dens (MAP14),Rocket launcher,123,"","",
The Inmost Dens (MAP14),Blue skull key,130,"","",
The Inmost Dens (MAP14),Partial invisibility,138,"","",
,,,,
Industrial Zone (MAP15),Berserk,4,"","",
Industrial Zone (MAP15),Rocket launcher,11,"","",
Industrial Zone (MAP15),Shotgun,13,"","",
Industrial Zone (MAP15),Partial invisibility,14,"","",
Industrial Zone (MAP15),Backpack,24,"","",
Industrial Zone (MAP15),BFG9000,48,"","",
Industrial Zone (MAP15),Supercharge,56,"","",
Industrial Zone (MAP15),Mega Armor,57,"","",
Industrial Zone (MAP15),Armor,59,"","",
Industrial Zone (MAP15),Yellow keycard,71,"","",
Industrial Zone (MAP15),Chaingun,74,"","",
Industrial Zone (MAP15),Plasma gun,86,"","",
Industrial Zone (MAP15),Partial invisibility,91,"","",
Industrial Zone (MAP15),Computer area map,93,"","",
Industrial Zone (MAP15),Invulnerability,94,"","",
Industrial Zone (MAP15),Red keycard,100,"","",
Industrial Zone (MAP15),Backpack,103,"","",
Industrial Zone (MAP15),Chainsaw,113,"","",
Industrial Zone (MAP15),Megasphere,125,"","",
Industrial Zone (MAP15),Berserk,178,"","",
Industrial Zone (MAP15),Blue keycard,337,"","",
Industrial Zone (MAP15),Mega Armor,361,"","",
,,,,
Suburbs (MAP16),Megasphere,7,"","",
Suburbs (MAP16),Super Shotgun,11,"","",
Suburbs (MAP16),Chaingun,15,"","",
Suburbs (MAP16),Backpack,53,"","",
Suburbs (MAP16),Rocket launcher,59,"","",
Suburbs (MAP16),Berserk,60,"","",
Suburbs (MAP16),Plasma gun,62,"","",
Suburbs (MAP16),Plasma gun,63,"","",
Suburbs (MAP16),Plasma gun,64,"","",
Suburbs (MAP16),Plasma gun,65,"","",
Suburbs (MAP16),BFG9000,169,"","",
Suburbs (MAP16),Shotgun,182,"","",
Suburbs (MAP16),Supercharge,185,"","",
Suburbs (MAP16),Blue skull key,186,"","",
Suburbs (MAP16),Invulnerability,221,"","",
Suburbs (MAP16),Partial invisibility,231,"","",
Suburbs (MAP16),Red skull key,236,"","",
,,,,
Tenements (MAP17),Armor,1,"","",
Tenements (MAP17),Supercharge,7,"","",
Tenements (MAP17),Shotgun,18,"","",
Tenements (MAP17),Red keycard,34,"","",
Tenements (MAP17),Blue keycard,69,"","",
Tenements (MAP17),Supercharge,75,"","",
Tenements (MAP17),Yellow skull key,76,"","",
Tenements (MAP17),Rocket launcher,77,"","",
Tenements (MAP17),Partial invisibility,81,"","",
Tenements (MAP17),Chaingun,92,"","",
Tenements (MAP17),BFG9000,102,"","",
Tenements (MAP17),Plasma gun,114,"","",
Tenements (MAP17),Mega Armor,168,"","",
Tenements (MAP17),Armor,179,"","",
Tenements (MAP17),Berserk,218,"","",
Tenements (MAP17),Backpack,261,"","",
Tenements (MAP17),Megasphere,419,"","",
,,,,
The Courtyard (MAP18),Shotgun,12,"","",
The Courtyard (MAP18),Plasma gun,36,"","",
The Courtyard (MAP18),Armor,48,"","",
The Courtyard (MAP18),Berserk,52,"","",
The Courtyard (MAP18),Chaingun,95,"","",
The Courtyard (MAP18),Rocket launcher,130,"","",
The Courtyard (MAP18),Partial invisibility,170,"","",
The Courtyard (MAP18),Partial invisibility,171,"","",
The Courtyard (MAP18),Backpack,198,"","",
The Courtyard (MAP18),Supercharge,218,"","",
The Courtyard (MAP18),Invulnerability,228,"","",
The Courtyard (MAP18),Invulnerability,229,"","",
The Courtyard (MAP18),Yellow skull key,254,"","",
The Courtyard (MAP18),Blue skull key,268,"","",
The Courtyard (MAP18),BFG9000,400,"","",
The Courtyard (MAP18),Computer area map,458,"","",
The Courtyard (MAP18),Super Shotgun,461,"","",
,,,,
The Citadel (MAP19),Armor,64,"","",
The Citadel (MAP19),Chaingun,99,"","",
The Citadel (MAP19),Berserk,116,"","",
The Citadel (MAP19),Mega Armor,127,"","",
The Citadel (MAP19),Supercharge,174,"","",
The Citadel (MAP19),Armor,223,"","",
The Citadel (MAP19),Backpack,232,"","",
The Citadel (MAP19),Invulnerability,315,"","",
The Citadel (MAP19),Blue skull key,370,"","",
The Citadel (MAP19),Partial invisibility,403,"","",
The Citadel (MAP19),Red skull key,404,"","",
The Citadel (MAP19),Yellow skull key,405,"","",
The Citadel (MAP19),Computer area map,415,"","",
The Citadel (MAP19),Rocket launcher,416,"","",
The Citadel (MAP19),Super Shotgun,431,"","",
,,,,
Gotcha! (MAP20),Mega Armor,9,"","",
Gotcha! (MAP20),Rocket launcher,10,"","",
Gotcha! (MAP20),Supercharge,12,"","",
Gotcha! (MAP20),Armor,33,"","",
Gotcha! (MAP20),Megasphere,43,"","",
Gotcha! (MAP20),Armor,47,"","",
Gotcha! (MAP20),Super Shotgun,54,"","",
Gotcha! (MAP20),Plasma gun,70,"","",
Gotcha! (MAP20),Mega Armor,96,"","",
Gotcha! (MAP20),Berserk,109,"","",
Gotcha! (MAP20),Supercharge,119,"","",
Gotcha! (MAP20),Supercharge,122,"","",
Gotcha! (MAP20),BFG9000,142,"","",
Gotcha! (MAP20),Supercharge,145,"","",
,,,,
Nirvana (MAP21),Super Shotgun,70,"","",
Nirvana (MAP21),Rocket launcher,76,"","",
Nirvana (MAP21),Yellow skull key,108,"","",
Nirvana (MAP21),Backpack,109,"","",
Nirvana (MAP21),Megasphere,112,"","",
Nirvana (MAP21),Invulnerability,194,"","",
Nirvana (MAP21),Blue skull key,199,"","",
Nirvana (MAP21),Red skull key,215,"","",
,,,,
The Catacombs (MAP22),Rocket launcher,4,"","",
The Catacombs (MAP22),Blue skull key,5,"","",
The Catacombs (MAP22),Red skull key,12,"","",
The Catacombs (MAP22),Shotgun,28,"","",
The Catacombs (MAP22),Berserk,45,"","",
The Catacombs (MAP22),Plasma gun,83,"","",
The Catacombs (MAP22),Supercharge,118,"","",
The Catacombs (MAP22),Armor,119,"","",
,,,,
Barrels o' Fun (MAP23),Shotgun,136,"","",
Barrels o' Fun (MAP23),Berserk,222,"","",
Barrels o' Fun (MAP23),Backpack,223,"","",
Barrels o' Fun (MAP23),Computer area map,224,"","",
Barrels o' Fun (MAP23),Armor,249,"","",
Barrels o' Fun (MAP23),Rocket launcher,264,"","",
Barrels o' Fun (MAP23),Megasphere,266,"","",
Barrels o' Fun (MAP23),Supercharge,277,"","",
Barrels o' Fun (MAP23),Backpack,301,"","",
Barrels o' Fun (MAP23),Yellow skull key,307,"","",
Barrels o' Fun (MAP23),BFG9000,342,"","",
,,,,
The Chasm (MAP24),Plasma gun,5,"","",
The Chasm (MAP24),Shotgun,6,"","",
The Chasm (MAP24),Invulnerability,12,"","",
The Chasm (MAP24),Rocket launcher,22,"","",
The Chasm (MAP24),Blue keycard,23,"","",
The Chasm (MAP24),Backpack,31,"","",
The Chasm (MAP24),Berserk,79,"","",
The Chasm (MAP24),Berserk,155,"","",
The Chasm (MAP24),Armor,169,"","",
The Chasm (MAP24),Red keycard,261,"","",
The Chasm (MAP24),BFG9000,295,"","",
The Chasm (MAP24),Super Shotgun,353,"","",
The Chasm (MAP24),Megasphere,355,"","",
The Chasm (MAP24),Megasphere,362,"","",
,,,,
Bloodfalls (MAP25),Super Shotgun,6,"","",
Bloodfalls (MAP25),Partial invisibility,7,"","",
Bloodfalls (MAP25),Megasphere,23,"","",
Bloodfalls (MAP25),BFG9000,34,"","",
Bloodfalls (MAP25),Mega Armor,103,"","",
Bloodfalls (MAP25),Armor,104,"","",
Bloodfalls (MAP25),Blue skull key,106,"","",
Bloodfalls (MAP25),Chaingun,150,"","",
Bloodfalls (MAP25),Plasma gun,169,"","",
Bloodfalls (MAP25),BFG9000,186,"","",
Bloodfalls (MAP25),Rocket launcher,236,"","",
,,,,
The Abandoned Mines (MAP26),Blue keycard,20,"","",
The Abandoned Mines (MAP26),Super Shotgun,21,"","",
The Abandoned Mines (MAP26),Rocket launcher,49,"","",
The Abandoned Mines (MAP26),Mega Armor,95,"","",
The Abandoned Mines (MAP26),Plasma gun,107,"","",
The Abandoned Mines (MAP26),Supercharge,154,"","",
The Abandoned Mines (MAP26),Chaingun,155,"","",
The Abandoned Mines (MAP26),Partial invisibility,159,"","",
The Abandoned Mines (MAP26),Armor,170,"","",
The Abandoned Mines (MAP26),Red keycard,182,"","",
The Abandoned Mines (MAP26),Yellow keycard,229,"","",
The Abandoned Mines (MAP26),Backpack,254,"","",
,,,,
Monster Condo (MAP27),Rocket launcher,4,"","",
Monster Condo (MAP27),Partial invisibility,51,"","",
Monster Condo (MAP27),Plasma gun,58,"","",
Monster Condo (MAP27),Invulnerability,60,"","",
Monster Condo (MAP27),Armor,86,"","",
Monster Condo (MAP27),Backpack,105,"","",
Monster Condo (MAP27),Invulnerability,107,"","",
Monster Condo (MAP27),Partial invisibility,122,"","",
Monster Condo (MAP27),Supercharge,236,"","",
Monster Condo (MAP27),Armor,239,"","",
Monster Condo (MAP27),Chaingun,251,"","",
Monster Condo (MAP27),BFG9000,279,"","",
Monster Condo (MAP27),Backpack,285,"","",
Monster Condo (MAP27),Backpack,286,"","",
Monster Condo (MAP27),Backpack,287,"","",
Monster Condo (MAP27),Yellow skull key,310,"","",
Monster Condo (MAP27),Red skull key,364,"","",
Monster Condo (MAP27),Supercharge,365,"","",
Monster Condo (MAP27),Blue skull key,382,"","",
Monster Condo (MAP27),Supercharge,392,"","",
Monster Condo (MAP27),Computer area map,393,"","",
Monster Condo (MAP27),Berserk,394,"","",
Monster Condo (MAP27),Supercharge,414,"","",
Monster Condo (MAP27),Supercharge,424,"","",
Monster Condo (MAP27),Computer area map,425,"","",
Monster Condo (MAP27),Berserk,426,"","",
Monster Condo (MAP27),Partial invisibility,454,"","",
Monster Condo (MAP27),Invulnerability,455,"","",
Monster Condo (MAP27),Chainsaw,460,"","",
Monster Condo (MAP27),Super Shotgun,470,"","",
,,,,
The Spirit World (MAP28),Armor,19,"","",
The Spirit World (MAP28),Chainsaw,66,"","",
The Spirit World (MAP28),Invulnerability,76,"","",
The Spirit World (MAP28),Yellow skull key,87,"","",
The Spirit World (MAP28),Supercharge,95,"","",
The Spirit World (MAP28),Chaingun,96,"","",
The Spirit World (MAP28),Rocket launcher,124,"","",
The Spirit World (MAP28),Backpack,155,"","",
The Spirit World (MAP28),Backpack,156,"","",
The Spirit World (MAP28),Backpack,157,"","",
The Spirit World (MAP28),Backpack,158,"","",
The Spirit World (MAP28),Berserk,159,"","",
The Spirit World (MAP28),Plasma gun,163,"","",
The Spirit World (MAP28),Invulnerability,179,"","",
The Spirit World (MAP28),Invulnerability,180,"","",
The Spirit World (MAP28),BFG9000,181,"","",
The Spirit World (MAP28),Megasphere,183,"","",
The Spirit World (MAP28),Megasphere,185,"","",
The Spirit World (MAP28),Invulnerability,186,"","",
The Spirit World (MAP28),Invulnerability,195,"","",
The Spirit World (MAP28),Super Shotgun,214,"","",
The Spirit World (MAP28),Red skull key,216,"","",
,,,,
The Living End (MAP29),Chaingun,85,"","",
The Living End (MAP29),Plasma gun,124,"","",
The Living End (MAP29),Backpack,179,"","",
The Living End (MAP29),Super Shotgun,195,"","",
The Living End (MAP29),Mega Armor,216,"","",
The Living End (MAP29),Armor,224,"","",
The Living End (MAP29),Backpack,235,"","",
The Living End (MAP29),Supercharge,237,"","",
The Living End (MAP29),Berserk,241,"","",
The Living End (MAP29),Berserk,263,"","",
,,,,
Icon of Sin (MAP30),Supercharge,25,"","",
Icon of Sin (MAP30),Supercharge,26,"","",
Icon of Sin (MAP30),Supercharge,28,"","",
Icon of Sin (MAP30),Invulnerability,29,"","",
Icon of Sin (MAP30),Invulnerability,30,"","",
Icon of Sin (MAP30),Invulnerability,31,"","",
Icon of Sin (MAP30),Invulnerability,32,"","",
Icon of Sin (MAP30),BFG9000,40,"","",
Icon of Sin (MAP30),Chaingun,41,"","",
Icon of Sin (MAP30),Chainsaw,42,"","",
Icon of Sin (MAP30),Plasma gun,43,"","",
Icon of Sin (MAP30),Rocket launcher,44,"","",
Icon of Sin (MAP30),Shotgun,45,"","",
Icon of Sin (MAP30),Super Shotgun,46,"","",
Icon of Sin (MAP30),Backpack,47,"","",
Icon of Sin (MAP30),Megasphere,64,"","",
Icon of Sin (MAP30),Megasphere,85,"","",
Icon of Sin (MAP30),Berserk,94,"","",
,,,,
Wolfenstein (MAP31),Rocket launcher,110,"","",
Wolfenstein (MAP31),Shotgun,139,"","",
Wolfenstein (MAP31),Berserk,263,"","",
Wolfenstein (MAP31),Supercharge,278,"","",
Wolfenstein (MAP31),Chaingun,305,"","",
Wolfenstein (MAP31),Super Shotgun,308,"","",
Wolfenstein (MAP31),Partial invisibility,309,"","",
Wolfenstein (MAP31),Megasphere,310,"","",
Wolfenstein (MAP31),Backpack,311,"","",
Wolfenstein (MAP31),Backpack,312,"","",
Wolfenstein (MAP31),Backpack,313,"","",
Wolfenstein (MAP31),Backpack,314,"","",
Wolfenstein (MAP31),BFG9000,315,"","",
Wolfenstein (MAP31),Plasma gun,316,"","",
,,,,
Grosse (MAP32),Plasma gun,33,"","",
Grosse (MAP32),Rocket launcher,57,"","",
Grosse (MAP32),Invulnerability,70,"","",
Grosse (MAP32),Super Shotgun,74,"","",
Grosse (MAP32),BFG9000,75,"","",
Grosse (MAP32),Megasphere,78,"","",
Grosse (MAP32),Chaingun,79,"","",
Grosse (MAP32),Chaingun,80,"","",
Grosse (MAP32),Chaingun,81,"","",
Grosse (MAP32),Berserk,82,"","",
